V_G_V,E_MVcm,P_uCcm2
1.499999999999930000e-01,1.812071970925359932e-01,-1.618486733000689959e-01
1.999999999999929889e-01,1.722680899442349811e-01,-1.815871228343410027e-01
2.499999999999930056e-01,1.625516932372420009e-01,-2.033556553970450043e-01
2.999999999999929945e-01,1.523914002984829985e-01,-2.264724902382629912e-01
3.499999999999929834e-01,1.419631256239120010e-01,-2.505799313443760057e-01
3.999999999999919731e-01,1.313683742514289987e-01,-2.754724511082169980e-01
4.499999999999920175e-01,1.206707522241839969e-01,-3.010212735940430151e-01
4.999999999999920064e-01,1.099127900191169960e-01,-3.271398058102280015e-01
5.499999999999920508e-01,9.912397081214359418e-02,-3.537674378594299895e-01
5.999999999999919842e-01,8.832494737601589985e-02,-3.808612734128429822e-01
6.499999999999910294e-01,7.753028370992910701e-02,-4.083907436497299925e-01
6.999999999999909628e-01,6.675044227486480464e-02,-4.363335845865449758e-01
7.499999999999910072e-01,5.599315546085589790e-02,-4.646729943834739807e-01
7.999999999999910516e-01,4.526430956385369547e-02,-4.933957847531940666e-01
8.499999999999909850e-01,3.456849980730120064e-02,-5.224912243857730010e-01
8.999999999999910294e-01,2.390938328937849966e-02,-5.519503124976929964e-01
9.499999999999899636e-01,1.328991112167609949e-02,-5.817653094837440531e-01
9.999999999999900080e-01,2.712487381717320050e-03,-6.119294220693619613e-01
1.049999999999990052e+00,-7.820917851381330166e-03,-6.424365842034279739e-01
1.099999999999990097e+00,-1.830868532281769781e-02,-6.732812992035499544e-01
1.149999999999989919e+00,-2.874948375695149730e-02,-7.044585229935840243e-01
1.199999999999989964e+00,-3.914222126523759365e-02,-7.359635756843260213e-01
1.249999999999990008e+00,-4.948600708374549517e-02,-7.677920734101709721e-01
1.299999999999990052e+00,-5.978012098232829419e-02,-7.999398750177009187e-01
1.349999999999990097e+00,-7.002398849166589778e-02,-8.324030398887739546e-01
1.399999999999989919e+00,-8.021716061979249079e-02,-8.651777942673690713e-01
1.449999999999989964e+00,-9.035929708415220418e-02,-8.982605041825449943e-01
1.499999999999990008e+00,-1.004501523311509964e-01,-9.316476535552299376e-01
1.549999999999990052e+00,-1.104895637901970040e-01,-9.653358264251269416e-01
1.599999999999990097e+00,-1.204774419360999937e-01,-9.993216924839359860e-01
1.649999999999989919e+00,-1.304137618274959776e-01,-1.033601995284100017e+00
1.699999999999989964e+00,-1.402985558597529825e-01,-1.068173542629899941e+00
1.749999999999990008e+00,-1.501319075242539824e-01,-1.103033198760569933e+00
1.799999999999990052e+00,-1.599139460073270014e-01,-1.138177878014259958e+00
1.849999999999990097e+00,-1.696448150335909955e-01,-1.173604442755209920e+00
1.899999999999989919e+00,-1.793245553659239822e-01,-1.209309271929329910e+00
1.949999999999989964e+00,-1.889533700961509854e-01,-1.245289235389430038e+00
1.999999999999990008e+00,-1.985315179483320147e-01,-1.281541328014100145e+00
2.049999999999990052e+00,-2.080592828527449978e-01,-1.318062567397910056e+00
2.099999999999989875e+00,-2.175369714265879828e-01,-1.354849991828379840e+00
2.149999999999990141e+00,-2.269649107261429710e-01,-1.391900658677400093e+00
2.199999999999989964e+00,-2.363434462335929631e-01,-1.429211643138349919e+00
2.249999999999989786e+00,-2.456729400470719915e-01,-1.466780037249460156e+00
