t_us,phase,pulse,Vg_V,Py_uC_cm2,Id_uA_um,V_pgm_V,threshold_uA_um
0.5039999999999998,read,10,0.0,0.319179945063224,0.0006143180260728203,0.2,0.08209538082760466
0.5065000000000002,read,10,0.0,0.31915647686862997,0.000614392312625366,0.2,0.08209538082760466
0.5089999999999997,read,10,0.0,0.319133004813557,0.000614803868353842,0.2,0.08209538082760466
0.5115000000000001,read,10,0.0,0.319109529487353,0.0006155044042482418,0.2,0.08209538082760466
0.5140000000000005,read,10,0.0,0.31908605145944796,0.0006164686175158079,0.2,0.08209538082760466
0.5165000000000001,read,10,0.0,0.319062571279965,0.0006176757845296184,0.2,0.08209538082760466
0.5190000000000005,read,10,0.0,0.31903908948030796,0.0006191065764865401,0.2,0.08209538082760466
0.5200000000000001,write,11,2.0,0.319029674153018,71.48768756614015,0.2,0.08209538082760466
0.5233333333333298,write,11,2.0,0.318997028288451,73.75196861607607,0.2,0.08209538082760466
0.5266666666666704,write,11,2.0,0.318962142455935,73.75185588036902,0.2,0.08209538082760466
0.53,write,11,2.0,0.318925338800824,73.75174688124085,0.2,0.08209538082760466
0.5333333333333304,write,11,2.0,0.318886633273614,73.75164159200776,0.2,0.08209538082760466
0.5366666666666703,write,11,2.0,0.318846024895355,73.7515400181655,0.2,0.08209538082760466
0.5399999999999999,write,11,2.0,0.318803512721308,73.75144216517255,0.2,0.08209538082760466
0.5410000000000004,read,11,0.0,0.318790573150373,0.6236906415482903,0.2,0.08209538082760466
0.5435,read,11,0.0,0.31875818930983396,0.0014587719211753868,0.2,0.08209538082760466
0.5460000000000004,read,11,0.0,0.31872582013825,0.0006915673031670286,0.2,0.08209538082760466
0.5484999999999999,read,11,0.0,0.318693466547799,0.0006246935634931116,0.2,0.08209538082760466
0.5510000000000003,read,11,0.0,0.318661129025411,0.0006163170046482693,0.2,0.08209538082760466
0.5534999999999999,read,11,0.0,0.318628807253649,0.0006144809963018156,0.2,0.08209538082760466
