timestep,ALIF0,ALIF1,ALIF2,ALIF3,ALIF4
0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.116703264,0.0
30,0.0,0.0,0.0,0.11658662,0.0
31,0.0,0.0,0.0,0.11647009,0.0
32,0.0,0.0,0.0,0.116353676,0.0
33,0.0,0.0,0.0,0.11623738,0.0
34,0.0,0.0,0.0,0.1161212,0.0
35,0.0,0.0,0.0,0.11600514,0.0
36,0.0,0.0,0.0,0.11588919,0.0
37,0.0,0.0,0.0,0.11577336,0.0
38,0.0,0.0,0.0,0.2323609,0.0
39,0.0,0.0,0.0,0.23212865,0.0
40,0.0,0.0,0.0,0.23189664,0.0
41,0.0,0.0,0.0,0.23166485,0.0
42,0.0,0.0,0.0,0.2314333,0.0
43,0.0,0.0,0.0,0.23120198,0.0
44,0.0,0.0,0.0,0.23097089,0.0
45,0.0,0.0,0.0,0.23074003,0.0
46,0.0,0.0,0.0,0.2305094,0.0
47,0.0,0.0,0.0,0.34698227,0.0
48,0.0,0.0,0.0,0.34663546,0.0
49,0.0,0.0,0.0,0.346289,0.0
50,0.0,0.0,0.0,0.34594288,0.0
